first colors of Autumn --,a bicycle courier's,freshly dyed dreadlocks,
falling beside,the forsythia blossoms,late April snow,
the NASDAQ falls,outside the pub seagulls fight,over roadkill,
in the afterglow,reaching,for the cat,
commuter sunrise,squinting,between trees,
sleet falls,on leafless trees --,I miss my home,
first sip of coffee --,are the clouds above me,forming or breaking?,
staring at her neckline,the deep plunge,of the NASDAQ,
empty subway car --,avoiding another,beautiful day,
February 15th --,a wind-blown,flower stand,
between sleeping passengers,commuter sunrise,
winter rain,a snowman,bows his head,
cold coffee --,each day the sun rises,a little lower in the sky,
the pager sounds --,seagulls circling,above the sunrise,
summer daydream,the sun caressing,her tight turquoise minidress,
tearing a page from my notebook she blots her lipstick,
racing for the train,his designer shoes,
racing for the train --,the creme-filled donut,I left behind,
warm winter day,chasing mosquitoes,with a ski glove,
sweet sixteen,my daughter still smiles,in her sleep,
the Weston toll booths --,a cascade,of brake lights,
Wall Street recovers --,the bony shoulder blades,of our old cat,
on the express train,newlyweds share,a Wall Street Journal,
Father's Day mist,voicemail,from my children,
guiding our van,between the lines,my children sleep,
April snow,the shade tree,full of crows,
home late from work,that old cat smell,
holidays over,a young couple undresses,the Christmas tree,
the NASDAQ hits another low --,my old van's flickering tail lights,
glaring through,leafless branches --,November sun,
my son's eleventh birthday --,miles of cold gray rain,between us,
in the produce aisle,a voluptuous woman,compares melons   ,
tent revival,the preacher's wife,in a miracle bra,
holding paint-stained hands,a young couple married,to their old house,
leaning against a tombstone,the constellations in the sky,
our second anniversary --,a pair of wild irises,in full bloom,
returning,from a weekend trip,-- the empty birdcage,
piercing,her pretty smile,a tear-shaped diamond,
Grandma turns ninety --,somewhere in the distance,a cold wind howls,
closing time --,the Boston skyline,even more hazy,
dropping temperatures,an old girlfriend's photo,on the web,
the longest day --,I still can't look her in the eye,without sunglasses,
clinging,to her silky calf,a raindrop,
standing room only --,a voluptuous woman prepares,for a bumpy ride,
another late night,through her black silk stocking,a dragon tatoo,
surrounding the foundation,of the old stone church,wild azaleas,
dropping the series opener,I make a note,to order fire wood,
after four hours of sleep,light snow fills,an empty cup,
too late for morning coffee,the express train rushes by,
empty baseball field --,a pigeon pecks,home plate,
Mass Pike traffic ,racing against,the end of summer,
restless night,the cat keeps chasing you,from my dreams,
departed lover,a business card,on the night stand,
while the sparrows wait,a fat squirrel,empties the bird feeder,
low on batteries I forget my cell phone,
clinging,to a barbed wire fence,the Charlestown waterfront,
Mass Pike traffic,the bright red glare,of her lipstick,
through the picture window --,is she looking at me,or her reflection?,
stranded at South Station a red balloon against the ceiling,
Watching the Disney Channel,my son's,animated expression,
missing the early train,the tattered edges,of my favorite jeans,
monday morning drive,through the frost on my windshield,a cloudless blue sky,
inner harbor fog ,the dark hum,of a big ship,
moonless night,footprints filled,with melted snow,
the ferry arrives --,a solitary gull flies,in tightening circles,
ink runs down,the Personals page,Valentine's Day rain,
passing an old girlfriend's house --,neat piles of freshly raked leaves,
the ferry departs --,a crying child points,to his lost balloon,
also falling,on Wall Street:,April snow,
almost April,so many tree branches,without words,
election recount --,27 shopping days,before Christmas,
missing the train,seagulls fly in and out,of the dumpster,
bottle in hand,I dance,with the stars,
dropping my Palm Pilot,its memory flashes,before my eyes,
crossing the Triboro,a shower,of blue and orange balloons,
troubled sleep --,somewhere in the darkness,an unlocked door,
troubled sleep,even my wife hears,the imaginary pager,
smiling in her sleep,I wonder,what she is dreaming,
what day is it?,slow steady rain,
summer begins --,beads of condensation drip,from a beer bottle,
dangling from a corner,of my daughter's bedroom mirror,a teddy bear angel,
snow turns to rain,canceling,the renku party,
asleep on the train --,the rusty rhythm,of my dreams,
reaching for the line drive,my son grows,before my eyes,
crowded train --,talking to a stranger,she braids her daughter's hair,
long day ahead,the candy machine,steals my change,
moving day,no more room,in the box labelled &quot;miscellaneous&quot;,
mixed precipitation --,the 7:09 train,is right on time,
Bryant Park bench ,surrounded by daffodils,an old man sleeps,
Brooklyn Heights promenade,a young bulldog,strains against the leash,
from curb to crosswalk,and back again,pigeons gather breadcrumbs,
McSorley's Old Ale House,generations of sawdust,cling to our shoes,
leaving Manhattan,our train,bathed in sunset,
bedroom renovation,the sound,of the woodpecker,
a day of meetings --,a housefly trapped,between panes of glass,
waiting for the conductor with a ticket in her hand she sleeps,
back to work,an old cat,awakened by sparrows,
December sunrise --,a blood red nectarine,warming in my hand,
mid-winter thaw,the run,in her stocking,
overcast morning,the echo,of a passing freight train,
unexpected smile,a lone duck,glides across the pond,
spring chill,her sky blue eyes,turn away,
making love in the dark the moistness of her lips,
summer lightning,reflected,in the cat's eyes,
her phone number,on the back of a coaster,-- disconnected,
three years after our first date,we try to schedule a celebration,
the alarm clock sounds,in total darkness,-- autumn rain,
pinned          ,to her tattered sundress,a wild iris,
Government Center,white sneakers negotiate,the icy steps,
missing the early train,clouds race past,bare tree limbs,
trying to read,my on-line horoscope:,&quot;Page cannot be displayed&quot;,
snow in the forecast,fat squirrels race,through unraked leaves,
restless night,the silence,between passing showers,
Mother's Day rush,picking through the wilted roses,at K-Mart,
muggy summer night,following a bead of sweat,between her breasts,
the Dow falls   ,dandelion seeds,scattered in the wind,
sleepless night,the bakery window's,thickening mist,
what a racket!,the neighborhood mechanic's,old jalopy,
starless night,my children forget,to wave goodbye,
the taxi driver's story so captivating we miss my exit,
January rain,the unopened letter,my daughter left behind,
passing Fenway,on the way to work --,a perfect baseball day,
pale blue sky,the deepening chill,of her eyes,
post-season play begins --,chasing spiders,from the wood pile,
anticipating,another long work day --,pale cloudless sky ,
running for the train --,such a beautiful day,to stay home,
17 across --,silently I complete,her crossword puzzle,
morning fog --,writing up my to-do list,the pen runs out of ink,
a long day ahead --,behind thickening clouds,sunrise,
asleep on the train,the gentle rise and fall,of her breasts,
black ice,the sound,of spinning tires,
headphones on,she smiles,right through me,
restless night,snow changes to rain,and back again,
five days before Pay Day,lint and dog hair,in my wallet,
stealing a kiss,who knew I'd find myself,on your most wanted list,
Thanksgiving leftovers --,my mother reminisces,about my ex-wife,
through layer upon layer,of wool and flannel,her warm soft breasts,
bright and empty,October sunrise,over Fenway Park,
(even) shorter than her skirt,his new girlfriend's temper,
refugee crisis --,another friend,sends me a resume,
holiday traffic --,an empty paper cup,rolls past my car,
feeling like December again --,a birthday card for my father,
it feels like December again --,a birthday card for my father,
December again --,a birthday card,for my father,
raindrops cling,to a fallen leaf --,the numbness,
snow mixes with rain --,my mother keeps calling me,by my brother's name,
Vietnam vet,sleeps off Saturday night,on the VFW steps,
what might have been --,the South Tower,still smouldering,
between silent construction cranes the Milky Way,
updating my resume,a sudden power outage,
at the local pub,an undercover cop,runs up his tab,
crescent moon --,the band ignores our cries,for an encore,
my daughter's birthday --,watching how far,a dandelion can fly,
the peacemaker,surrounded on all sides,by fog,
Brigette Bardot's lips,kiss me,from an old movie poster,
unable to sleep,a train sounds its horn,in thickening fog,
sunny spring day,walking through a cloud,of perfume,
a woman smiles,at the crying child --,three-quarter moon,
photographing,poison ivy,I begin to itch,
troubled sleep --,water trickles through,the old stone foundation,
bad blues --,the guitarist and audience,share pained expressions,
between,sleeping commuters,sunrise,
energy crisis --,long line,at the coffee shop,
indefinite delay --,I'm still not too tired,to stare at her legs,
where he used to sleep,an empty space,between us,
stalled train --,plenty of time,to imagine her naked,
St. Patrick's Day,the courier's dreadlocks,dyed green,
Ash Wednesday --,the priest,lights a cigarette,
Thanksgiving week --,my parents' wedding gifts,come down from the attic,
restless night --,my wife and dog snore,out of sync,
winter rain,the deepening lines,of my face,
where dirty snow,meets road salt,a dozen roses,
disabled train --,the hangover,kicks in,
rising earlier each day,the sun,and my blood pressure,
a new day,stepping over,the sleeping dog,
our old cat sleeps,on the heating vent --,winter rain,
just one more minute of sleep...,the dog won't stop,licking my face,
Myers-Briggs exercise --,I identify the extroverts,and avoid them,
carpet bombing --,the dog's,little accident,
dangerous lightning --,she watches me,watching her,
an acorn falls --,the weight,of my daughter's luggage,
in the waiting room,every damned crossword puzzle,already filled out,
